StockCode,StockName
78439,"WEIHAI HONGLIN ELECTRONIC CO., LTD. (A #301439)"
78449,"SHENZHEN TIANSU CALIBRATION AND TESTING CO., LTD. (A #301449)"
78456,"QINGDAO PAGULD INTELLIGENT MANUFACTURING CO., LTD. (A #301456)"
78458,"JUNEWAY ELECTRONIC TECHNOLOGY CO., LTD. (A #301458)"
78468,"POURIN SPECIAL WELDING TECHNOLOGY CO., LTD. (A #301468)"
78479,GUANGDONG HONGJING OPTOELECTRONIC TECHNOLOGY INC. (A #301479)
78486,"SHENZHEN ZESUM TECHNOLOGY CO., LTD. (A #301486)"
78487,"TIANJIN GUOAN MENGGULI NEW MATERIALS SCI & TECH CO., LTD. (A #301487)"
78488,"LONGHORN AUTO CO., LTD. (A #301488)"
78489,"GUANGDONG SUQUN NEW MATERIAL CO.,LTD. (A #301489)"
78491,HANSONG (NANJING) TECHNOLOGY LIMITED (A #301491)
78498,"GAMBOL PET GROUP CO., LTD. (A #301498)"
78499,"SHANGHAI VICO PRECISION MOLD &PLASTICS CO., LTD. (A #301499)"
78500,"GUANGDONG FEINAN RESOURCES RECYCLING CO., LTD. (A #301500)"
78501,"HEFEI HENGXIN LIFE SCIENCE AND TECHNOLOGY CO., LTD. (A #301501)"
78507,"HANGZHOU MINSHENG HEALTHCARE CO., LTD. (A #301507)"
78508,"CHINA MACHINERY HUANYU CERTIFICATION AND INSPECTION CO., LTD. (A #301508)"
78509,"KINGCHEM (LIAONING) LIFE SCIENCE CO., LTD. (A #301509)"
78510,"GOOGOL TECHNOLOGY CO., LTD. (A #301510)"
78511,"JIUJIANG DEFU TECHNOLOGY CO., LTD. (A #301511)"
78513,SHANGSHUI SMARTECH LTD. (A #301513)
78516,"SHENZHEN VAPEL POWER SUPPLY TECHNOLOGY CO., LTD. (A #301516)"
78517,"SHAANXI HUADA SCIENCE TECHNOLOGY CO.,LTD. (A #301517)"
78518,"CHANGHUA CHEMICAL TECHNOLOGY CO.,LTD. (A #301518)"
78519,"AN HUI SHUN YU WATER CO.,LTD. (A #301519)"
78522,"SHANGDA SUPERALLOYS CO.,LTD. (A #301522)"
78525,"SHANGHAI RUKING TECHNOLOGIES CO., LTD. (A #301525)"
78526,CHONGQING POLYCOMP INTERNATIONAL CORPORATION (A #301526)
78528,"GUANGZHOU DOPPLER ELECTRONIC TECHNOLOGIES CO., LTD. (A #301528)"
78529,"WUHU FORESIGHT TECHNOLOGY CO.,LTD. (A #301529)"
78531,"SHANDONG CHUNGUANG TECHNOLOGY GROUP CO., LTD. (A #301531)"
78535,"ZHEJIANG HUAYUAN AUTO TECHNOLOGY CO., LTD. (A #301535)"
78536,SIGMASTAR TECHNOLOGY LTD. (A #301536)
78538,"SHENZHEN JDD TECH NEW MATERIAL CO., LTD (A #301538)"
78548,HUNAN SUND TECHNOLOGICAL CORPORATION (A #301548)
78550,"ZHEJIANG SLING INTELLIGENT DRIVE GROUP CO., LTD. (A #301550)"
78551,"HEBEI BROADCASTING WIRELESS MEDIA CO., LTD. (A #301551)"
78556,"ZHEJIANG TOP CLOUD-AGRI TECHNOLOGY CO., LTD. (A #301556)"
78557,"CYTECH GROUP CO., LTD. (A #301557)"
78558,"SFC HOLDINGS CO.,LTD. (A #301558)"
78559,"CIMC SAFEWAY TECHNOLOGIES CO., LTD. (A #301559)"
78563,"ICKEY(SHANGHAI)INTERNET AND TECHNOLOGY CO.,LTD. (A #301563)"
78565,"SINOLONG NEW MATERIALS CO., LTD. (A #301565)"
78566,"DALIAN DALICAP TECHNOLOGY CO., LTD. (A #301566)"
78568,"XIAMEN SINIC-TEK INTELLIGENT TECHNOLOGY CO.,LTD. (A #301568)"
78571,"TEEMSUN TECHNOLOGY CO.,LTD (A #301571)"
78575,"JIANGXI AVONFLOW HVAC TECH CO., LTD. (A #301575)"
78580,"AIDITE (QINHUANGDAO) TECHNOLOGY CO., LTD. (A #301580)"
78584,"SHANGHAI C&D INNOSTIC MEDICAL TECHNOLOGY GROUP CO., LTD. (A #301584)"
78589,"XI'AN NOVASTAR TECH CO., LTD. (A #301589)"
78590,"SHENZHEN UUGREENPOWER CO., LTD. (A #301590)"
78592,"SICHUAN 6912 COMMUNICATION TECHNOLOGY CO.,LTD. (A #301592)"
78595,"GUANGDONG TAILI TECHNOLOGY GROUP CO.,LTD. (A #301595)"
78596,"REACH MACHINERY CO., LTD. (A #301596)"
78599,"WUXI RICH INTELLIGENT EQUIPMENT CO., LTD. (A #301599)"
78600,"FLAIRCOMM MICROELECTRONICS, INC. (A #301600)"
78602,"SHANTOU INSTITUTE OF ULTRASONIC INSTRUMENT CO., LTD. (A #301602)"
78603,"JIRFINE INTELLIGENT EQUIPMENT CO.,LTD. (A #301603)"
78606,UGREEN GROUP LIMITED (A #301606)
78607,"ZHEJIANG EV-TECH CO., LTD. (A #301607)"
78608,"SHENZHEN BOSHIJIE TECHNOLOGY CO., LTD. (A #301608)"
78609,"SHANDONG UNIVERSITY ELECTRIC POWER TECHNOLOGY CO., LTD. (A #301609)"
78611,"SUZHOU KEMATEK, INC. (A #301611)"
78613,"ALNERA ALUMINIUM CO., LTD. (A #301613)"
78617,"SHANDONG BOYUAN ADVANCED MATERIALS CO., LTD. (A #301617)"
78618,"DONGGUAN CHANGLIAN NEW MATERIALS TECHNOLOGY CO.,LTD. (A #301618)"
78622,"BAOTOU INST MAGNETIC NEW MATERIALS CO., LTD. (A #301622)"
78626,"SUZHOU TIANMAI THERMAL TECHNOLOGY CO., LTD. (A #301626)"
78628,"SHENZHEN Q&D CIRCUITS CO., LTD. (A #301628)"
78629,"SIDEA SEMICONDUCTOR EQUIPMENT (SHENZHEN) CO., LTD. (A #301629)"
78630,"TONGYU ADVANCED MATERIALS (GUANGDONG) CO., LTD (A #301630)"
78631,"SHENZHEN UNICONN TECHNOLOGY CO., LTD. (A #301631)"
78632,"GUANGDONG PROVINCIAL ACADEMY OF BUILDING RESEARCH GP CO.,LTD.(A #301632)"
78633,"WUHAN GUIDE TECHNOLOGY CO., LTD. (A #301633)"
78638,"CSG DIGITAL POWER GRID RESEARCH INSTITUTE CO.,LTD. (A #301638)"
78656,"SUZHOU INOVANCE AUTOMOTIVE CO., LTD. (A #301656)"
78658,"SHENZHEN SOFARSOLAR CO., LTD. (A #301658)"
78662,"ONGOAL TECHNOLOGY CO.,LTD. (A #301662)"
78665,"CAC NANTONG CHEMICAL CO., LTD. (A #301665)"
78667,"RNBC NEW ENERGY CO., LTD. (A #301667)"
78668,"BEIJING HCRT ELECTRICAL EQUIPMENTS CO.,LTD. (A #301668)"
78678,HENGHUI TECHNOLOGY CORPORATION LIMITED (A #301678)
78680,"GOODE EIS (SUZHOU) CORP., LTD. (A #301680)"
78682,"CHENGDU HONGMING ELECTRONICS CO., LTD. (A #301682)"
78683,"GUANGZHOU HUMAN NEW MATERIAL SCIENCE AND TECHNOLOGY CO., LTD. (A #301683)"
78687,"SUZHOU XINGUANGYI ELECTRONICS CO., LTD. (A #301687)"
78696,"NANCHANG SANRUI INTELLIGENCE TECHNOLOGY CO., LTD. (A #301696)"
79132,AVIC CHENGDU AIRCRAFT COMPANY LIMITED (A #302132)
80016,SUN HUNG KAI PROPERTIES LIMITED -RMB TRADED SHARES
80020,SENSETIME GROUP INC. -RMB TRADED SHARES
80175,GEELY AUTOMOBILE HOLDINGS LIMITED -RMB TRADED SHARES
80291,CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED-RMB TRADED SHARES
80388,HONG KONG EXCHANGES AND CLEARING LIMITED -RMB TRADED SHARES
80700,TENCENT HOLDINGS LIMITED -RMB TRADED SHARES
80737,SZ INVESTMENT HLDGS BAY AREA DEV CO LTD -RMB TRADED SHARES
80883,CNOOC LIMITED -RMB TRADED SHARES
80941,CHINA MOBILE LIMITED -RMB TRADED SHARES
80992,LENOVO GROUP LIMITED -RMB TRADED SHARES
81024,KUAISHOU TECHNOLOGY -RMB TRADED SHARES
81211,BYD COMPANY LIMITED -RMB TRADED SHARES
81299,AIA GROUP LIMITED -RMB TRADED SHARES
81810,XIAOMI CORPORATION -RMB TRADED SHARES
82020,ANTA SPORTS PRODUCTS LIMITED -RMB TRADED SHARES
82318,"PING AN INSURANCE (GROUP) COMPANY OF CHINA, LTD.-RMB TRADED SHARES"
82331,LI NING COMPANY LIMITED -RMB TRADED SHARES
82333,GREAT WALL MOTOR COMPANY LIMITED -RMB TRADED SHARES
82388,BOC HONG KONG (HOLDINGS) LIMITED -RMB TRADED SHARES
82800,TRACKER FUND OF HONG KONG -RMB TRADED UNITS
82805,GALAXY BOSERA MSCI CHINA ASEAN ECONOMIC LINKAGE SELECT INDEX ETF-RMB COUNTER
82817,PREMIA CHINA TREASURY AND POLICY BANK BOND LONG DURATION ETF-RMB TRADED UNITS
82822,CSOP FTSE CHINA A50 ETF-RMB TRADED UNITS
82823,ISHARES FTSE CHINA A50 ETF -RMB COUNTER
82824,E FUND (HK) SOLACTIVE GLOBAL GOLD MINER SELECT INDEX ETF-RMB COUNTER
82828,HANG SENG CHINA ENTERPRISES INDEX ETF -RMB TRADED UNITS
82829,ISHARES CHINA GOVERNMENT BOND ETF- RMB TRADED UNITS
82830,CSOP SAUDI ARABIA ETF- RMB COUNTER
82832,BOSERA STAR 50 INDEX ETF -RMB TRADED UNITS
82839,CHINAAMC MSCI CHINA A 50 CONNECT ETF- RMB TRADED UNITS
82840,SPDR GOLD TRUST -RMB COUNTER
82843,AMUNDI FTSE CHINA A50 INDEX ETF -RMB TRADED UNITS
82846,ISHARES CORE CSI 300 ETF -RMB COUNTER
83001,PREMIA CHINA USD PROPERTY BOND ETF -RMB TRADED UNITS
83005,CSOP CSI 500 ETF-RMB TRADED UNITS
83010,ISHARES CORE MSCI ASIA EX JAPAN ETF -RMB COUNTER
83012,AMUNDI HANG SENG HK 35 INDEX ETF -RMB TRADED UNITS
83031,FULLGOAL HANG SENG HK HIGH DIVIDEND ETF -RMB COUNTER
83038,HANG SENG STOCK CONNECT CHINA A LOW CARBON INDEX ETF-RMB TRADED UNITS
83042,CHINAAMC BITCOIN ETF- RMB COUNTER
83046,CHINAAMC ETHER ETF- RMB COUNTER
83053,CSOP HONG KONG DOLLAR MONEY MARKET ETF - RMB TRADED UNITS
83059,GLOBAL X BLOOMBERG MSCI ASIA EX JAPAN GREEN BOND ETF-RMB TRADED UNITS
83069,CHINAAMC HANG SENG BIOTECH ETF -RMB TRADED UNITS
83081,VALUE GOLD ETF -RMB TRADED UNITS
83088,CHINAAMC HANG SENG TECH INDEX ETF -RMB TRADED UNITS
83102,ICBC UBS KRANESHARES KWEB CSI CHINA INTERNET ETF-RMB COUNTER
83108,HARVEST CSI 300 ESG LEADERS INDEX ETF -RMB TRADED UNITS
83110,GLOBAL X HANG SENG HIGH DIVIDEND YIELD ETF - RMB COUNTER
83111,E FUND (HK) MSCI CHINA A50 CONNECT ETF -RMB TRADED UNITS
83115,ISHARES CORE HANG SENG INDEX ETF -RMB TRADED UNITS
83118,HARVEST MSCI CHINA A INDEX ETF -RMB TRADED UNITS
83122,CSOP RMB MONEY MARKET ETF - RMB TRADED UNITS
83128,HANG SENG CHINA A INDUSTRY TOP INDEX ETF -RMB TRADED UNITS
83129,BOCHK GREATER BAY AREA CLIMATE TRANSITION ETF-RMB TRADED UNITS
83140,CHINAAMC HK-US AI ETF -RMB COUNTER
83146,CHINAAMC 20+ YEAR US TREASURY BOND ETF -DIST LISTED CLASS-RMB TRADED UNIT
83147,CSOP SZSE CHINEXT ETF -RMB TRADED UNITS
83151,PREMIA CHINA STAR50 ETF-RMB TRADED UNITS
83161,CHINAAMC RMB MONEY MARKET ETF -RMB TRADED UNITS
83167,ICBC CSOP S&P NEW CHINA SECTORS ETF -RMB TRADED UNITS
83168,HANG SENG RMB GOLD ETF
83188,CHINAAMC CSI 300 INDEX ETF -RMB TRADED UNITS
83189,E FUND (HK) CSI LIQUOR INDEX ETF -RMB TRADED UNITS
83192,BOSERA RMB MONEY MARKET ETF- RMB COUNTER
83196,BOSERA USD MONEY MARKET ETF- RMB COUNTER
83199,ICBC CSOP FTSE CHINESE GOVERNMENT AND POLICY BANK BN IND ETF-RMB TRADED UNITS
83403,CHINAAMC HSI ESG ETF -RMB TRADED UNITS
83404,CHINAAMC MSCI INDIA ETF -RMB COUNTER
83416,GLOBAL X HSCEI COVERED CALL ACTIVE ETF - RMB COUNTER
83418,CHINAAMC DIGITAL GOLD ETF -RMB TRADED SHARES
83420,VALUE PARTNERS RMB MONEY MARKET ETF -RMB TRADED SHARES
83428,GLOBAL X CHINA LIFE FRANKLIN HK-US EQUITY SELECT ETF - RMB COUNTER
83434,E FUND (HK) WIND DIGITAL TECHNOLOGY INDEX ETF-RMB COUNTER
83437,BOSERA CHINA REFORM HONG KONG CENTRAL -SOES HIGH DIV YIELD IND ETF-RMB COUNTER
83455,"INVESCO QQQ TRUSTSM, SERIES 1- RMB COUNTER"
83460,CHINAAMC SOLANA ETF -RMB TRADED SHARES
83461,CHINAAMC RMB DIGITAL MONEY MARKET FUND -RMB TRADED SHARES
83483,E FUND (HK) MSCI ASIA PACIFIC SELECT HIGH DIVIDEND INDEX ETF-RMB COUNTER
83489,E FUND (HK) FTSE AI SELECT INDEX ETF -RMB COUNTER
83690,MEITUAN -RMB TRADED SHARES
86618,JD HEALTH INTERNATIONAL INC. -RMB TRADED SHARES
87001,HUI XIAN REAL ESTATE INVESTMENT TRUST
89618,"JD.COM, INC. -RMB TRADED SHARES"
89888,"BAIDU, INC. -RMB TRADED SHARES"
89988,ALIBABA GROUP HOLDING LIMITED -RMB TRADED SHARES
90000,"SHANGHAI PUDONG DEVELOPMENT BANK CO., LTD. (A #600000)"
90004,"GUANGZHOU BAIYUN INTERNATIONAL AIRPORT CO.,LTD. (A #600004)"
90006,"DONGFENG AUTOMOBILE CO.,LTD (A #600006)"
90007,CHINA WORLD TRADE CENTER COMPANY LTD. (A #600007)
90008,"BEIJING CAPITAL ECO-ENVIRONMENT PROTECTION GROUP CO.,LTD (A #600008)"
90009,"SHANGHAI INTERNATIONAL AIRPORT CO., LTD. (A #600009)"
90010,"INNER MONGOLIA BAOTOU STEEL UNION CO.,LTD. (A #600010)"
90011,"HUANENG POWER INTERNATIONAL, INC. (A #600011)"
90012,ANHUI EXPRESSWAY COMPANY LIMITED (A #600012)
90015,"HUA XIA BANK CO., LIMITED (A #600015)"
90016,"CHINA MINSHENG BANKING CORP., LTD. (A #600016)"
90017,"RIZHAO PORT CO.,LTD. (A #600017)"
90018,"SHANGHAI INTERNATIONAL PORT (GROUP) CO., LTD (A #600018)"
90019,"BAOSHAN IRON & STEEL CO., LTD. (A #600019)"
90020,HENAN ZHONGYUAN EXPRESSWAY COMPANY LIMITED (A #600020)
90021,SHANGHAI ELECTRIC POWER COMPANY LIMITED (A #600021)
90022,SHANDONG IRON AND STEEL COMPANY LTD (A #600022)
90023,"ZHEJIANG ZHENENG ELECTRIC POWER CO.,LTD (A #600023)"
90025,HUANENG LANCANG RIVER HYDROPOWER INC. (A #600025)
90026,"COSCO SHIPPING ENERGY TRANSPORTATION CO., LTD. (A #600026)"
90027,HUADIAN POWER INTERNATIONAL CORPORATION LIMITED (A #600027)
90028,CHINA PETROLEUM AND CHEMICAL CORPORATION (A #600028)
90029,CHINA SOUTHERN AIRLINES COMPANY LIMITED (A #600029)
90030,CITIC SECURITIES COMPANY LIMITED (A #600030)
90031,"SANY HEAVY INDUSTRY CO.,LTD (A #600031)"
90032,"ZHEJIANG PROVINCIAL NEW ENERGY INVESTMENT GROUP CO., LTD. (A #600032)"
90033,FUJIAN EXPRESSWAY DEVELOPMENT COMPANY LIMITED (A #600033)
90035,"HUBEI CHUTIAN SMART COMMUNICATION CO.,LTD. (A #600035)"
90036,"CHINA MERCHANTS BANK CO.,LIMITED (A #600036)"
90037,"BEIJING GEHUA CATV NETWORK CO., LTD. (A #600037)"
90038,AVICOPTER PLC (A #600038)
90039,"SICHUAN ROAD & BRIDGE GROUP CO.,LTD (A #600039)"
90048,"POLY DEVELOPMENTS AND HOLDINGS GROUP CO., LTD. (A #600048)"
90050,CHINA UNITED NETWORK COMMUNICATIONS LIMITED (A #600050)
90053,"KUNWU JIUDING INVESTMENT HOLDINGS CO., LTD (A #600053)"
90054,"HUANGSHAN TOURISM DEVELOPMENT CO.,LTD. (A #600054)"
90055,"BEIJING WANDONG MEDICAL TECHNOLOGY CO., LTD. (A #600055)"
90056,"CHINA MEHECO CO., LTD. (A #600056)"
90057,"XIAMEN XIANGYU CO., LTD. (A #600057)"
90058,"MINMETALS DEVELOPMENT CO., LTD. (A #600058)"
90059,ZHEJIANG GUYUELONGSHAN SHAOXING WINE CO.LTD (A #600059)
90060,"HISENSE VISUAL TECHNOLOGY CO., LTD. (A #600060)"
90061,"SDIC CAPITAL CO.,LTD (A #600061)"
90062,"CHINA RESOURCES DOUBLE-CRANE PHARMACEUTICAL CO.,LTD. (A #600062)"
90063,ANHUI WANWEI UPDATED HIGH-TECH MATERIAL INDUSTRY COMPANY LIMITED (A #600063)
90064,NANJING GAOKE COMPANY LIMITED (A #600064)
90066,"YUTONG BUS CO.,LTD. (A #600066)"
90067,"CITYCHAMP DARTONG ADVANCED MATERIALS CO.,LTD. (A #600067)"
90071,PHENIX OPTICS COMPANY LIMITED (A #600071)
90072,"CSSC SCIENCE & TECHNOLOGY CO., LTD (A #600072)"
90073,"SHANGHAI BRIGHT MEAT GROUP CO.,LTD. (A #600073)"
90075,"XINJIANG TIANYE CO.,LTD. (A #600075)"
90078,"JIANGSU CHENGXING PHOSPH-CHEMICALS CO.,LTD (A #600078)"
90079,"HUMANWELL HEALTHCARE (GROUP) CO.,LTD. (A #600079)"
90080,GINWA ENTERPRISE(GROUP) INC. (A #600080)
90081,"DONG FENG ELECTRONIC TECHNOLOGY CO.,LTD. (A #600081)"
90082,"TIANJIN HI-TECH DEVELOPMENT CO., LTD. (A #600082)"
90084,"CITIC NIYA WINE CO., LTD. (A #600084)"
90085,"BEIJING TONG REN TANG CO.,LTD (A #600085)"
90088,"CHINA TELEVISION MEDIA,LTD. (A #600088)"
90089,"TBEA CO.,LTD. (A #600089)"
90094,GREATTOWN HOLDINGS LTD. (A #600094)
90095,"XIANGCAI CO.,LTD (A #600095)"
90096,"YUNNAN YUNTIANHUA CO.,LTD (A #600096)"
90097,"SHANGHAI KAICHUANG MARINE INTERNATIONAL CO.,LTD. (A #600097)"
90098,GUANGZHOU DEVELOPMENT GROUP INCORPORATED (A #600098)
90100,"TSINGHUA TONGFANG CO., LTD (A #600100)"
90101,"SICHUAN MINGXING ELECTRIC POWER CO.,LTD (A #600101)"
90103,"FUJIAN QINGSHAN PAPER INDUSTRY CO.,LTD. (A #600103)"
90104,SAIC MOTOR CORPORATION LIMITED (A #600104)
90105,"JIANGSU ETERN CO., LTD. (A #600105)"
90106,"CHONGQING ROAD & BRIDGE CO.,LTD (A #600106)"
90108,"GANSU YASHENG INDUSTRIAL (GROUP) CO.,LTD (A #600108)"
90109,"SINOLINK SECURITIES CO., LTD. (A #600109)"
90110,"NUODE NEW MATERIALS CO.,LTD. (A #600110)"
90111,"CHINA NORTHERN RARE EARTH (GROUP) HIGH-TECH CO., LTD (A #600111)"
90113,"ZHEJIANG DONG RI CO., LTD (A #600113)"
90114,"NBTM NEW MATERIALS GROUP CO., LTD. (A #600114)"
90115,CHINA EASTERN AIRLINES CORPORATION LIMITED (A #600115)
90116,CHONGQING THREE GORGES WATERCONSERVANCY & ELECTRIC POWER CO LTD (A #600116)
90117,"XINING SPECIAL STEEL CO.,LTD (A #600117)"
90118,"CHINA SPACESAT CO.,LTD. (A #600118)"
90119,"Y.U.D YANGTZE RIVER INVESTMENT INDUSTRY CO.,LTD. (A #600119)"
90120,"ZHEJIANG ORIENT HOLDINGS GROUP CO.,LTD (A #600120)"
90121,"ZHENGZHOU COAL INDUSTRY & ELECTRIC POWER CO.,LTD. (A #600121)"
90123,"SHANXI LANHUA SCI-TECH VENTURE CO.,LTD (A #600123)"
90125,"CHINA RAILWAY TIELONG CONTAINER LOGISTICS CO., LTD (A #600125)"
90126,"HANG ZHOU IRON & STEEL CO.,LTD. (A #600126)"
90127,"JINJIAN CEREALS INDUSTRY CO.,LTD. (A #600127)"
90129,"CHONGQING TAIJI INDUSTRY (GROUP) CO.,LTD. (A #600129)"
90131,"STATE GRID INFORMATION&COMMUNICATION CO.,LTD. (A #600131)"
90132,CHONG QING BREWERY CO.LTD (A #600132)
90133,"WUHAN EAST LAKE HIGH TECHNOLOGY GROUP CO.,LTD. (A #600133)"
90135,"LUCKY FILM COMPANY,LIMITED (A #600135)"
90136,"WUHAN MC CULTURE & SPORTS CO.,LTD. (A #600136)"
90138,"CHINA CYTS TOURS HOLDING CO.,LTD. (A #600138)"
90141,"HUBEI XINGFA CHEMICALS GROUP CO.,LTD. (A #600141)"
90143,"KINGFA SCI.&TECH. CO.,LTD. (A #600143)"
90150,CHINA CSSC HOLDINGS LIMITED (A #600150)
90151,"SHANGHAI AEROSPACE AUTOMOBILE ELECTROMECHANICAL CO.,LTD. (A #600151)"
90152,"VEKEN TECHNOLOGY.,LTD. (A #600152)"
90153,XIAMEN C&D INC. (A #600153)
90155,"POLARIS BAY GROUP CO.,LTD. (A #600155)"
90157,"WINTIME ENERGY GROUP CO.,LTD. (A #600157)"
90158,"CHINA SPORTS INDUSTRY GROUP CO., LTD. (A #600158)"
90160,"ZHEJIANG JUHUA CO.,LTD. (A #600160)"
90161,BEIJING TIANTAN BIOLOGICAL PRODUCTS CORPORATION LIMITED (A #600161)
90162,"SHENZHEN HEUNGKONG HOLDING CO., LTD (A #600162)"
90163,"ZHONGMIN ENERGY CO., LTD. (A #600163)"
90165,"NINGXIA ZHONGKE BIOTECHNOLOGY CO., LTD (A #600165)"
90166,"BAIC FOTON MOTOR CO.,LTD. (A #600166)"
90167,"LUENMEI QUANTUM CO.,LTD (A #600167)"
90168,"WUHAN SANZHEN INDUSTRY HOLDING CO.,LTD (A #600168)"
90169,"TAIYUAN HEAVY INDUSTRY CO.,LTD. (A #600169)"
90170,"SHANGHAI CONSTRUCTION GROUP CO., LTD (A #600170)"
90171,"SHANGHAI BELLING CO.,LTD. (A #600171)"
90172,"HENAN HUANGHE WHIRLWIND CO.,LTD. (A #600172)"
90173,"WOLONG NEW ENERGY GROUP CO., LTD. (A #600173)"
90176,"CHINA JUSHI CO., LTD. (A #600176)"
90177,"YOUNGOR FASHION CO., LTD. (A #600177)"
90178,"HARBIN DONGAN AUTO ENGINE CO.,LTD (A #600178)"
90179,"ANTONG HOLDINGS CO., LTD. (A #600179)"
90180,"CCS SUPPLY CHAIN MANAGEMENT CO., LTD. (A #600180)"
90183,"SHENGYI TECHNOLOGY CO., LTD. (A #600183)"
90184,"NORTH ELECTRO-OPTIC CO.,LTD. (A #600184)"
90185,"ZHUHAI ZHUMIAN GROUP CO., LTD (A #600185)"
90186,"LOTUS HOLDINGS CO.,LTD. (A #600186)"
90187,"HEILONGJIANG INTERCHINA WATER TREATMENT CO.,LTD (A #600187)"
90188,YANKUANG ENERGY GROUP COMPANY LIMITED (A #600188)
90189,"JILIN QUANYANGQUAN CO.,LTD (A #600189)"
90191,"BAOTOU HUAZI INDUSTRY CO.,LTD (A #600191)"
90193,"SHANGHAI PROSOLAR RESOURCE DEVELOPMENT CO.,LTD (A #600193)"
90195,"CHINA ANIMAL HUSBANDRY INDUSTRY CO.,LTD. (A #600195)"
90196,"SHANGHAI FOSUN PHARMACEUTICAL (GROUP) CO., LTD. (A #600196)"
90197,"XINJIANG YILITE INDUSTRY CO.,LTD (A #600197)"
90198,"DATANG TELECOM TECHNOLOGY CO., LTD (A #600198)"
90199,"ANHUI GOLDEN SEED WINERY CO.,LTD. (A #600199)"
90201,"INNER MONGOLIA JINYU GROUP CO., LTD (A #600201)"
90203,"FUJIAN FURI ELECTRONICS CO., LTD (A #600203)"
90206,"GRINM ADVANCED MATERIALS CO.,LTD. (A #600206)"
90207,"HENAN ANCAI HI-TECH CO.,LTD (A #600207)"
90208,"QUZHOU XIN'AN DEVELOPMENT CO.,LTD. (A #600208)"
90210,"SHANGHAI ZIJIANG ENTERPRISE GROUP CO., LTD. (A #600210)"
90211,TIBET RHODIOLA PHARMACEUTICAL HOLDING CO. (A #600211)
90212,"GRESGYING DIGITAL ENERGY TECHNOLOGY CO.,LTD (A #600212)"
90216,"ZHEJIANG MEDICINE CO.,LTD (A #600216)"
90217,"CHINA RESOURCES AND ENVIRONMENT CO.,LTD. (A #600217)"
90218,"ANHUI QUANCHAI ENGINE CO.,LTD. (A #600218)"
90219,"SHANDONG NANSHAN ALUMINIUM CO., LTD (A #600219)"
90221,"HAINAN AIRLINES HOLDING CO., LTD. (A #600221)"
90223,"LUSHANG FREDA PHARMACEUTICAL CO.,LTD. (A #600223)"
90226,"ZHEJIANG HENGTONG HOLDING CO.,LTD. (A #600226)"
90227,"GUIZHOU CHITIANHUA CO.,LTD. (A #600227)"
90228,"FANLI DIGITAL TECHNOLOGY CO., LTD. (A #600228)"
90229,"QINGDAO CITYMEDIA CO., LTD. (A #600229)"
90230,CANGZHOU DAHUA CO.LTD (A #600230)
90231,"LINGYUAN IRON & STEEL CO.,LTD. (A #600231)"
90233,"YTO EXPRESS GROUP CO.,LTD. (A #600233)"
90236,"GUANGXI GUIGUAN ELECTRIC POWER CO.,LTD. (A #600236)"
90237,ANHUI TONGFENG ELECTRONICS COMPANY LIMITED (A #600237)
90238,"HAINAN YEDAO (GROUP) CO.,LTD (A #600238)"
90239,"YUNNAN METROPOLITAN REAL ESTATE DEVELOPMENT CO.,LTD (A #600239)"
90246,"VANTONE NEO DEVELOPMENT GROUP CO., LTD (A #600246)"
90248,SHAANXI CONSTRUCTION ENGINEERING GROUP CORPORATION LIMITED (A #600248)
90251,"XINJIANG GUANNONG CO.,LTD. (A #600251)"
90252,"GUANGXI WUZHOU ZHONGHENG GROUP CO.,LTD. (A #600252)"
90255,"ANHUI XINKE NEW MATERIALS CO., LTD. (A #600255)"
90256,"GUANGHUI ENERGY CO.,LTD. (A #600256)"
90257,"DAHU HEALTH INDUSTRY CO.,LTD. (A #600257)"
90258,"BTG HOTELS(GROUP)CO., LTD (A #600258)"
90259,"CHINA RARE EARTH NONFERROUS METALS CO.,LTD. (A #600259)"
90261,"ZHEJIANG YANKON GROUP CO.,LTD. (A #600261)"
90262,"INNER MONGOLIA NORTH HAULER JOINT STOCK CO.,LTD. (A #600262)"
90266,"BEIJING URBAN CONSTRUCTION INVESTMENT& DEVELOPMENT CO.,LTD. (A #600266)"
90267,"ZHEJIANG HISUN PHARMACEUTICAL CO.,LTD (A #600267)"
90268,"GUODIAN NANJING AUTOMATION CO.,LTD. (A #600268)"
90269,"JIANGXI GANYUE EXPRESSWAY CO.,LTD. (A #600269)"
90271,AISINO CORPORATION (A #600271)
90273,"ZHEJIANG JIAHUA ENERGY CHEMICAL INDUSTRY CO.,LTD. (A #600273)"
90276,"JIANGSU HENGRUI PHARMACEUTICALS CO.,LTD. (A #600276)"
90278,ORIENT INTERNATIONAL ENTERPRISE LTD. (A #600278)
90279,"CHONGQING PORT CO., LTD. (A #600279)"
90280,"NANJING CENTRAL EMPORIUM STOCKS CO., LTD. (A #600280)"
90282,"NANJING IRON&STEEL CO.,LTD. (A #600282)"
90283,"QIANJIANG WATER RESOURCES DEVELOPMENT CO.,LTD. (A #600283)"
90284,"SHANGHAI PUDONG CONSTRUCTION CO.,LTD. (A #600284)"
90285,"HENAN LINGRUI PHARMACEUTICAL CO., LTD (A #600285)"
90287,"SOHO FASHION GROUP CO.,LTD. (A #600287)"
90288,"DAHENG NEW EPOCH TECHNOLOGY, INC. (A #600288)"
